character,book,text,House
Ron,deathly_hallows,"So he can sneak up on people,"" said Ron.",Gryffindor
Hermione,deathly_hallows,"said Hermione, sounding confused.""",Gryffindor
Hermione,deathly_hallows,"""But there's no mention of the words 'Deathly Hallows' in the story,"" said Hermione.""",Gryffindor
Ron,deathly_hallows,"When you say 'master of Death' ¨C ""said Ron.""",Gryffindor
Hermione,deathly_hallows,"said Hermione slowly, and Harry could tell that she was trying to keep any trace of skepticism out of her voice, ""that you believe these objects ¨C these Hallows ¨C really exist?""",Gryffindor
Hermione,deathly_hallows,"""But,"" said Hermione, and Harry could hear her restraint starting to crack, ""Mr. Lovegood, how can you possibly believe ¨C?""",Gryffindor
Ron,deathly_hallows,"""Perhaps you ought to try on the hat, Hermione,"" said Ron, nodding toward the ludicrous headdress.",Gryffindor
Hermione,deathly_hallows,"All right,"" said Hermione, disconcerted.",Gryffindor
Harry,deathly_hallows,"""So the Elder Wand,"" said Harry quickly, before Hermione could retort, ""you think that exists too?""",Gryffindor
Hermione,deathly_hallows,"That was the name on the grave with the mark on it, in Godric's Hollow,"" said Hermione, still watching Xenophilius.",Gryffindor
Ron,deathly_hallows,"""Probably to show the Poisoning Department at St. Mungo's,"" said Ron under his breath.",Gryffindor
Ron,deathly_hallows,"""I s'pose this is the man who brought us Crumple-Horned Snorkacks,"" said Ron.""",Gryffindor
Hermione,deathly_hallows,"You're supposed to say the Cloak,"" Ron told Hermione, ""but you wouldn't need to be invisible if you had the wand.",Gryffindor
Harry,deathly_hallows,"""We've already got an Invisibility Cloak,"" said Harry, ""And it's helped us rather a lot, in case you hadn't noticed!""",Gryffindor
Ron,deathly_hallows,"""Whereas the wand would be bound to attract trouble¨C""""Only if you shouted about it,"" argued Ron.",Gryffindor
Harry,deathly_hallows,"Some wizards just like to boast that theirs are bigger and better than other people's""""But how do you know,"" said Harry, ""that those wants ¨C the Deathstick, and the Wand of Destiny ¨C aren't the same want, surfacing over the centuries under different names?""",Gryffindor
Harry,deathly_hallows,"Mr. Lovegood,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""Serves him right,"" said Ron, examining his torn jeans and the cuts to his legs, ""What'd you reckon they'll do to him?""",Gryffindor
Hermione,deathly_hallows,"groaned Hermione, ""That's why I wanted the Death Eaters to get a glimpse of Harry before we left, so they knew Xenophilius hadn't been lying!""",Gryffindor
Hermione,deathly_hallows,"""They're in Australia,"" said Hermione, ""They should be all right.",Gryffindor
Harry,deathly_hallows,"Yeah, you are, Hermione,"" agreed Harry fervently.",Gryffindor
Ron,deathly_hallows,"""Then she'll be in Azkaban, I expect,"" said Ron.",Gryffindor
Harry,deathly_hallows,"""She will,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"""I hope you're right,"" said Hermione.",Gryffindor
Ron,deathly_hallows,"""I'd feel so sorry for Xenophilius if ¨C""""¨C if he hadn't just tried to sell us to the Death Eaters, yeah,"" said Ron.",Gryffindor
Ron,deathly_hallows,"""I don't think so,"" said Ron.",Gryffindor
Hermione,deathly_hallows,"""Well, I don't suppose it matters,"" sighed Hermione.",Gryffindor
Ron,deathly_hallows,"""Hang on, though,"" said Ron.",Gryffindor
Ron,deathly_hallows,"""You keep saying that, but one of them can,"" said Ron.",Gryffindor
Hermione,deathly_hallows,"""Harry's Invisibility Cloak ¨C""""The Tale of the Three Brothers' is a story,"" said Hermione firmly.",Gryffindor
Harry,deathly_hallows,"We could do with an unbeatable wand,"" said Harry, turning the blackthorn wand he so disliked over in his fingers.""",Gryffindor
Hermione,deathly_hallows,"It means the name died out,"" said Hermione, ""centuries ago, in the case of the Peverells.",Gryffindor
Ron,deathly_hallows,"""Sorry"" said Ron and Hermione together.""",Gryffindor
Harry,deathly_hallows,"""Not really,"" said Harry, trying to remember.",Gryffindor
Harry,deathly_hallows,"said Harry excitedly, ""Marvolo Gaunt was an ignorant old git who lived like a pig, all he cared about was his ancestry.",Gryffindor
Hermione,deathly_hallows,"and that's all very interesting,"" said Hermione cautiously, ""but Harry, if you're thinking what I think you're think ¨C""""Well, why not?",Gryffindor
Hermione,deathly_hallows,"""Harry,"" said Hermione again, but he was busy undoing the pouch around his neck, his fingers shaking hard.""",Gryffindor
Hermione,deathly_hallows,"he just thinks it's a powerful wand ¨C""""Harry,"" said Hermione, moving across to him and handing him back Lily's letter, ""I'm sorry, but I think you've got this wrong, all wrong.""",Gryffindor
Ron,deathly_hallows,"bits of it sort of fit together,"" said Ron awkwardly, ""But when you look at the whole thing...""",Gryffindor
Hermione,deathly_hallows,"""Thank you, Ron,"" said Hermione.",Gryffindor
Ron,deathly_hallows,"Some of them are supposed to be as bad as Death Eaters,"" said Ron.",Gryffindor
Harry,deathly_hallows,"said Harry.""",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Hermione,deathly_hallows,"said Hermione, hushing him.""",Gryffindor
Lee,deathly_hallows,"""Excellently put, Royal, and you've got my vote for Minister of Magic if we ever get out of this mess,"" said Lee.",Gryffindor
Lupin,deathly_hallows,"""I do,"" said Lupin firmly.",Gryffindor
Lupin,deathly_hallows,"""I'd tell him we're all with him in spirit,"" said Lupin, then hesitated slightly, ""And I'd tell him to follow his instincts, which are good and nearly always right.""",Gryffindor
Lupin,deathly_hallows,"Well, as regular listeners will know, several of the more outspoken supporters of Harry Potter have now been imprisoned, including Xenophilius Lovegood, erstwhile editor of The Quibbler,"" said Lupin.""",Gryffindor
Ron,deathly_hallows,"muttered Ron.""",Gryffindor
Lupin,deathly_hallows,"It would tend to give you an edge,"" agreed Lupin gravely.",Gryffindor
Lee,deathly_hallows,"""Indeed they are, Romulus,"" said Lee, ""so we suggest that you continue to show your devotion to the man with the lightning scar by listening to Potterwatch!",Gryffindor
Ron,deathly_hallows,"""It's Fred, I think,"" said Ron, leaning in closer, as whichever twin it was said, ""I'm not being 'Rodent,' no way, I told you I wanted to be 'Rapier'!""",Gryffindor
Fred,deathly_hallows,"""Yes, River, I can,"" said Fred.",Gryffindor
Fred,deathly_hallows,"""Agreed,"" said Fred.",Gryffindor
Lee,deathly_hallows,"""Thank you very much for those wise words, Rapier,"" said Lee.",Gryffindor
Ron,deathly_hallows,"said Ron happily.""",Gryffindor
Harry,deathly_hallows,"Brilliant,"" said Harry.""",Gryffindor
Hermione,deathly_hallows,"It's so brave of them,"" sighed Hermione admiringly.",Gryffindor
Harry,deathly_hallows,"said Harry.""",Gryffindor
Ron,deathly_hallows,"said Ron.""",Gryffindor
Ron,deathly_hallows,"I'b Bardy,"" said Ron, and Harry could tell that his mouth was full of blood.",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Ron,deathly_hallows,"""But the 'ole lot of 'em look like they could still be 'ogwarts age ¨C """"We'b lebt,"" said Ron.""",Gryffindor
Ron,deathly_hallows,"""Nod a laugh,"" said Ron.",Gryffindor
Ron,deathly_hallows,"Said Ron and Hermione from either side of him.""",Gryffindor
Harry,deathly_hallows,"""Slytherin,"" said Harry automatically.""",Gryffindor
Harry,deathly_hallows,"""But,"" said Harry, his mouth bone dry, ""if you just let us ¨C """"Hey!""",Gryffindor
Harry,deathly_hallows,"said Harry.""",Gryffindor
Ron,deathly_hallows,"said Ron, ""In my pocket, there's a Deluminator, and it's full of light!""",Gryffindor
Ron,deathly_hallows,"Dobby, I want you to grab Luna, Dean, and Mr. Ollivander, and take them ¨C take them to ¨C """"Bill and Fleur's,"" said Ron.",Gryffindor
Harry,deathly_hallows,"And then come back,"" said Harry.",Gryffindor
Dean,deathly_hallows,"We can't leave you here,"" said Dean.""",Gryffindor
Ron,deathly_hallows,"And we'll have that,"" whispered Ron, tugging Wormtail's wand from his other hand.Wandless, helpless, Pettigrew's pupils dilated in terror.",Gryffindor
Ron,deathly_hallows,"""Better,"" said Ron.",Gryffindor
Dean,deathly_hallows,"""Thanks,"" muttered Dean.",Gryffindor
Harry,deathly_hallows,"""You turn up here with a dead house-elf and a half-conscious goblin, Hermione looks as though she's been tortured, and Ron's just refused to tell me anything ¨C """"We can't tell you what we're doing,"" said Harry flatly.",Gryffindor
Harry,deathly_hallows,"I'm sorry to take you out of bed,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""Yes,"" said Harry.",Gryffindor
Harry,deathly_hallows,"said Harry a little impatiently.""",Gryffindor
Harry,deathly_hallows,"""Right,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"Harry ¨C "" said Hermione, but she was cut off by Griphook.""",Gryffindor
Harry,deathly_hallows,"""Yeah,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""Well, the vault we need to get into isn't empty, and I'm guessing its protection will be pretty powerful,"" said Harry.",Gryffindor
Harry,deathly_hallows,"If you seek beneath our floors, a treasure that was never yours ¨C """"Thief, you have been warned, beware ¨C yeah, I know, I remember,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""Well, goblins can do magic without wands,"" said Ron.""",Gryffindor
Ron,deathly_hallows,"""Well, goblins won't share any of their magic either,"" said Ron.",Gryffindor
Harry,deathly_hallows,"Goblins know how to work metal in a way wizards have never ¨C """"It doesn't matter,"" said Harry, noting Griphook's rising color.",Gryffindor
Harry,deathly_hallows,"Thank you,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""Yeah, of course,"" said Harry, but before leaving the room he leaned forward and took the sword of Gryffindor from beside the goblin.",Gryffindor
Ron,deathly_hallows,"Little git,"" whispered Ron.",Gryffindor
Hermione,deathly_hallows,"""Harry,"" whispered Hermione, pulling them both away from the door, into the middle of the still-dark landing, ""are you saying what I think you're saying?",Gryffindor
Harry,deathly_hallows,"""Yes,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""I don't know whether he was ever inside Gringotts,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""Bits of him,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""Yes,"" said Harry.",Gryffindor
Harry,deathly_hallows,"You talk about wands like they've got feelings,"" said Harry, ""like they can think for themselves.""",Gryffindor
Harry,deathly_hallows,"I took this wand from Draco Malfoy by force,"" said Harry.",Gryffindor
Ron,deathly_hallows,"said Ron, pulling Wormtail's wand out of his pocket and handing it to Ollivander.""",Gryffindor
Harry,deathly_hallows,"""There are legends, though,"" said Harry, and as his heart rate quickened, the pain in his scar became more intense; he was sure that Voldemort has decided to put his idea into action.",Gryffindor
Harry,deathly_hallows,"""He wanted you to tell him how to overcome the connection between our wands,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""I understand,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""But he'll know soon, if he doesn't already, that mine's broken beyond repair,"" said Harry quietly.""",Gryffindor
Harry,deathly_hallows,"""Priori Incantatem,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""Mr. Ollivander,"" said Harry, ""you told You-Know-Who that Gregorovitch had the Elder Wand, didn't you?""",Gryffindor
Harry,deathly_hallows,"""Never mind how I know it,"" said Harry, closing his eyes momentarily as his scar burned and he saw, for mere seconds, a vision of the main street in Hogsmeade, still dark, because it was so much farther north.",Gryffindor
Harry,deathly_hallows,"""Yes, I can see that,"" said Harry.",Gryffindor
Harry,deathly_hallows,"Thank you,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""I do,"" said Harry, ""I really do.",Gryffindor
Harry,deathly_hallows,"""At Hogwarts,"" said Harry, fighting to remain with them in the cliff-top garden.""",Gryffindor
Harry,deathly_hallows,"""It's too late for that,"" said Harry.",Gryffindor
Harry,deathly_hallows,"We could have gone ¨C we could still go ¨C """"No,"" said Harry, and he sank to his knees in the grass.",Gryffindor
Ron,deathly_hallows,"moaned Ron.""",Gryffindor
Ron,deathly_hallows,"""Look at the facts, Hermione,"" said Ron, speaking across Harry, who continued to gaze at the horizon.",Gryffindor
Harry,deathly_hallows,"""I could have,"" said Harry without looking at her.""",Gryffindor
Harry,deathly_hallows,"No, I don't,"" said Harry.""",Gryffindor
Harry,deathly_hallows,"""Dumbledore wouldn't come back as a ghost,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""We can give you something else,"" said Ron eagerly.",Gryffindor
Ron,deathly_hallows,"No one's,"" said Ron.",Gryffindor
Ron,deathly_hallows,"""It'll be one of those goblin stories,"" said Ron, ""about how the wizards are always trying to get one over on them.",Gryffindor
Ron,deathly_hallows,"Okay,"" said Ron, and Harry turned back to face him, ""how's this?",Gryffindor
Harry,deathly_hallows,"Changes how I feel about it,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Hermione,deathly_hallows,"I don't like it,"" said Hermione.""",Gryffindor
Ron,deathly_hallows,"Well, I think it's genius,"" said Ron, standing up again.",Gryffindor
Harry,deathly_hallows,"""Yes,"" said Harry.""",Gryffindor
Hermione,deathly_hallows,"There's really only enough left for one of us,"" said Hermione, tilting the thick mudlike potion against the lamplight.""",Gryffindor
Harry,deathly_hallows,"That'll be enough,"" said Harry, who was examining Griphook's hand-drawn map of the deepest passageways.",Gryffindor
Harry,deathly_hallows,"""We don't mind sleeping in the living room,"" said Harry, who knew that Griphook would thing poorly of having to sleep on the sofa; keeping Griphook happy was essential to their plans.",Gryffindor
Lupin,deathly_hallows,"Yes ¨C yes ¨C a boy,"" said Lupin again, who seemed dazed by his own happiness.",Gryffindor
Harry,deathly_hallows,"stammered Harry.""",Gryffindor
