Obs,House,Character,Dialogue
2975,Gryffindor,Harry,"When we free him, l'll never"
2976,Gryffindor,Harry,have to go back to the Dursleys'.
2977,Gryffindor,Harry,It'll just be me and him.
2978,Gryffindor,Harry,We could live in the country...
2979,Gryffindor,Harry,...someplace you can see the sky.
2980,Gryffindor,Harry,He'll like that after
2981,Gryffindor,Harry,all those years in Azkaban.
2982,Gryffindor,Harry,Thanks.
2983,Gryffindor,Harry,-Great. Now he's coming for us.
2984,Gryffindor,Harry,"-Yeah, I didn't think about that. Run!"
2985,Gryffindor,Harry,Lumos.
2986,Gryffindor,Harry,I solemnly swear that I am
2987,Gryffindor,Harry,up to no good.
2988,Gryffindor,Harry,Mischief managed.
2989,Gryffindor,Harry,Nox.
2990,Gryffindor,Harry, The Muggles. Can't they see us?
2991,Gryffindor,Harry, Egypt. What's it like?
2992,Gryffindor,Harry, Mrs. Weasley.
2993,Gryffindor,Harry, Mr. Weasley.
2994,Gryffindor,Harry, Do you think he's really asleep?
2995,Gryffindor,Harry, Yeah.
2996,Gryffindor,Harry, How did he find out?
2997,Gryffindor,Harry," Hey, man."
2998,Gryffindor,Harry," Hey, hey, hey!"
2999,Gryffindor,Harry, Haunted building in Britain.
3000,Gryffindor,Harry, Probably a right sight better
3001,Gryffindor,Harry, What happened?
3002,Gryffindor,Harry," Guys, let me go."
3003,Gryffindor,Harry, l'm trying to get to Hogsmeade.
3004,Gryffindor,Harry, Let me go! Come on. Don't--
3005,Gryffindor,Harry, Hang on. This is Hogwarts.
3006,Gryffindor,Harry, l think l've had enough for today.
3007,Gryffindor,Harry," Professor, just so you know,"
3008,Gryffindor,Harry, What?
3009,Gryffindor,Harry, Ron!
3010,Gryffindor,Harry, Ron!
3011,Gryffindor,Harry, Ron. Ron.
3012,Gryffindor,Harry, Ah!
3013,Gryffindor,Harry," No. Don't worry, okay?"
3014,Gryffindor,Harry, You okay?
3015,Gryffindor,Harry, Come on.
3016,Gryffindor,Harry, This way.
3017,Gryffindor,Harry, This way.
3018,Gryffindor,Harry, How?
3019,Gryffindor,Harry, You see Sirius talking to me?
3020,Gryffindor,Harry, He's asking me to live with him.
3021,Gryffindor,Harry, Sirius.
3022,Gryffindor,Harry, What are you talking about?
3023,Gryffindor,Harry,Hermione. Bad dream. When did you get here? 
3024,Gryffindor,Harry,Last night. Hermione goes over to Ron's bed. 
3025,Gryffindor,Harry,Where are we actually going? 
3026,Gryffindor,Harry,Yes sir. This way. 
3027,Gryffindor,Harry,Pleasure to meet you too sir. They walk on up the hill. 
3028,Gryffindor,Harry,Why are they all standing around that manky old boot? 
3029,Gryffindor,Harry,What's a 'portkey'? 
3030,Gryffindor,Harry,"Thanks. They walk across the field and we see there's a massive crowd gathered and cheering, tents are set up all over. "
3031,Gryffindor,Harry,See ya later Cedric. 
3032,Gryffindor,Harry,(Smiling) I love magic. 
3033,Gryffindor,Harry,"What is THAT? They look at the monstrous thing in the sky, Harry holds his head in pain. Suddenly they are fired on. "
3034,Gryffindor,Harry,Crime? 
3035,Gryffindor,Harry,What crime? 
3036,Gryffindor,Harry,"Those people tonight, in the masks... they're his too aren't they? they're his followers. "
3037,Gryffindor,Harry,There was a man. Before. There. 
3038,Gryffindor,Harry,I dunno. I didn't see his face. 
3039,Gryffindor,Harry,It's alright I'll get it. 
3040,Gryffindor,Harry,Oh no thank you I'm not hungry. 
3041,Gryffindor,Harry,I'm fine. 
3042,Gryffindor,Harry,Well there's something you don't see every day. A large ship emerges from under the water and approaches too. 
3043,Gryffindor,Harry,I don't know but I don't think it's Pumpkin Juice. 
3044,Gryffindor,Harry,Yeah well rather you than me. The twins come up cheering. 
3045,Gryffindor,Harry,No sir. 
3046,Gryffindor,Harry,No sir. 
3047,Gryffindor,Harry,Yes sir. 
3048,Gryffindor,Harry,Let you know what? 
3049,Gryffindor,Harry,I didn't ask for this to happen Ron. Okay? You're being stupid. 
3050,Gryffindor,Harry,"I didn't put my name in that cup. I don't WANT eternal glory I just wanna be.. Look, I don't know what happened tonight and I don't know why, it just did ok. "
3051,Gryffindor,Harry,It's a broomcupboard. 
3052,Gryffindor,Harry,"Oh, no. "
3053,Gryffindor,Harry,I'm fourteen. 
3054,Gryffindor,Harry,I dunno I haven't really thought about it. 
3055,Gryffindor,Harry,Fourteen. 
3056,Gryffindor,Harry,No I didn't enter. 
3057,Gryffindor,Harry,"(looking at the notepad) Hey, my eyes aren't glistening with the ghosts of my past. "
3058,Gryffindor,Harry,the 
3059,Gryffindor,Harry,"Sirius? Harry picks up a newspaper, the headline reads ""THE CHAMPIONS ARE SELECTED"" and reads. "
3060,Gryffindor,Harry,Sirius?! How... 
3061,Gryffindor,Harry,No! 
3062,Gryffindor,Harry,I dunno. 
3063,Gryffindor,Harry,No. Umm.. Voldemort was giving him a job to do. Something important. 
3064,Gryffindor,Harry,"He wanted... me. I dunno why, but he was gonna use this man to get to me. I mean it was only a dream right? "
3065,Gryffindor,Harry,What are you saying? 
3066,Gryffindor,Harry,Do you think one of them put my name in the goblet? 
3067,Gryffindor,Harry,I'm not ready for this Sirius. 
3068,Gryffindor,Harry,Someone's coming! 
3069,Gryffindor,Harry,Who says I was talking to anyone. 
3070,Gryffindor,Harry,"Maybe you're imagining things, wouldn't be the first time. "
3071,Gryffindor,Harry,Neville! You're doing it again! 
3072,Gryffindor,Harry,(reading a book) Magical water plants of the highland Lochs? 
3073,Gryffindor,Harry,Is that right? Well.... what? 
3074,Gryffindor,Harry,Well you can tell Ronald... 
3075,Gryffindor,Harry,Yeah I brought the cloak. Hagrid where are we going? 
3076,Gryffindor,Harry,What's with the flower? Hagrid have you combed your hair? Hagrid is looking more dapper than usual and is carrying a big red flower. 
3077,Gryffindor,Harry,Dragons? That's the first task? You're joking. 
3078,Gryffindor,Harry,Ron was here? 
3079,Gryffindor,Harry,No he didn't. He didn't tell me a thing. 
3080,Gryffindor,Harry,"Thanks. Harry gets to a doorway, two pupils stand in his way. "
3081,Gryffindor,Harry,"Excuse me.. They laugh, Harry pushes his way through. He approaches Cedric who is standing around with his friends. Cedric's friends hurl off more insults. "
3082,Gryffindor,Harry,(to Cedric) Can I have a word? 
3083,Gryffindor,Harry,Dragons. That's the first task. They've got one for each of us. 
3084,Gryffindor,Harry,Yes. 
3085,Gryffindor,Harry,Don't worry about it. Ron and Seamus are walking along. Harry approaches them. 
3086,Gryffindor,Harry,(To Ron) You're a right foul git you know that? 
3087,Gryffindor,Harry,I know so. 
3088,Gryffindor,Harry,Yeah. Stay away from me. 
3089,Gryffindor,Harry,"I don't give a damn what you or your father thinks Malfoy. He's vile and cruel, and you're just pathetic. Harry walks away and Draco angrily tries casting a spell. Mad-Eye appears and quickly turns Malfoy into a ferret. "
3090,Gryffindor,Harry,Oh... um... You know I just thought I'd... 
3091,Gryffindor,Harry,Um... I dunno.. I can fly. I mean I'm a fair flyer. 
3092,Gryffindor,Harry,But I'm not allowed a broom. 
3093,Gryffindor,Harry,Yeah. 
3094,Gryffindor,Harry,"Battle a dragon. Hermione enters the tent and they hug. A bright camera flashes, Rita Skeeter the journalist approaches. "
3095,Gryffindor,Harry,The horntail... 
3096,Gryffindor,Harry,Nothing. Harry puts his hand in the bag and pulls out the dragon. 
3097,Gryffindor,Harry,"Who wants me to open it? You want me to open it? He opens the egg and a loud horrific screech comes out, he closes it again. "
3098,Gryffindor,Harry,What the bloody hell was that? Ron appears in the doorway. 
3099,Gryffindor,Harry,Caught on have you. Took you long enough. 
3100,Gryffindor,Harry,Brilliant. That makes me feel loads better. 
3101,Gryffindor,Harry,Hagrid warned me about the dragons. 
3102,Gryffindor,Harry,Who could possibly figure that out? That's completely mental. 
3103,Gryffindor,Harry,Well it does match your eyes. Is there a bonnet? 
3104,Gryffindor,Harry,(To the Weasly twins) Oi! Never gonna let him forget this are you? 
3105,Gryffindor,Harry,Why do they always have to travel in packs? How are you supposed to get one alone to ask them... 
3106,Gryffindor,Harry,I think I'd take the dragon right now. Groups of girls are giving them icy looks and turning their backs. 
3107,Gryffindor,Harry,But then again he can take himself. 
3108,Gryffindor,Harry,Agreed. 
3109,Gryffindor,Harry,Cho! 
3110,Gryffindor,Harry,Ok thanks. Cho? 
3111,Gryffindor,Harry,Um. (Mumbling) I just wondered if maybe you wanted to go to the ball with me? 
3112,Gryffindor,Harry,Um. I was just wondering if maybe you wanted to go to the ball with me. 
3113,Gryffindor,Harry,Ok. Great. Fine. No problem. Good. 
3114,Gryffindor,Harry,What happened to you? 
3115,Gryffindor,Harry,What did she say? 
3116,Gryffindor,Harry,Don't be silly. 
3117,Gryffindor,Harry,What did you do then? 
3118,Gryffindor,Harry,Hey! 
3119,Gryffindor,Harry,My dress robes. 
3120,Gryffindor,Harry,Well I expect yours are more traditional. 
3121,Gryffindor,Harry,Leave it alone. 
3122,Gryffindor,Harry,Who? 
3123,Gryffindor,Harry,Because we'd take the mickey out of her if she did. 
3124,Gryffindor,Harry,Ready professor? 
3125,Gryffindor,Harry,No. 
3126,Gryffindor,Harry,Yeah she does. Hermione walks down the stairs. Viktor Krum takes her hand and they walk together. 
3127,Gryffindor,Harry,What? 
3128,Gryffindor,Harry,Really? I had no idea. I suppose Viktor's already figured it out. 
3129,Gryffindor,Harry,What's that supposed to mean? 
3130,Gryffindor,Harry,Cedric. 
3131,Gryffindor,Harry,Spectacular. 
3132,Gryffindor,Harry,Forget about it. I'm sure you would have done the same for me. 
3133,Gryffindor,Harry,I must be out of my mind. He opens the egg and the horrible screech noise comes out. 
3134,Gryffindor,Harry,Myrtle! 
3135,Gryffindor,Harry,"Polyjuice potion! Kicked the habit. Myrtle, did you say try putting it in the water? Myrtle flies around again and gets in the water. "
3136,Gryffindor,Harry,"Myrtle, there aren't Merpeople in the black lake are there? "
3137,Gryffindor,Harry,Come seek us where our voices sound. 
3138,Gryffindor,Harry,An hour long you'll have to look. 
3139,Gryffindor,Harry,Potentially problematic? When was the last time you held your breath under the water for an hour Hermione? 
3140,Gryffindor,Harry,"Neville. No offense, but I really don't care about plants. Now if there's a Tibetan turnip that will allow me to breathe underwater for an hour then great. "
3141,Gryffindor,Harry,You're sure about this Neville. 
3142,Gryffindor,Harry,For an hour. 
3143,Gryffindor,Harry,Most likely? 
3144,Gryffindor,Harry,You're telling me this now? You must be joking. 
3145,Gryffindor,Harry,Well that makes you sight better than Ron and Hermione. Where are they anyway? 
3146,Gryffindor,Harry,Do I? 
3147,Gryffindor,Harry,But she's my friend too! 
3148,Gryffindor,Harry,Hermione 
3149,Gryffindor,Harry,I finished last Hermione. 
3150,Gryffindor,Harry,Mr Crouch? 
3151,Gryffindor,Harry,I can come back later Professor. 
3152,Gryffindor,Harry,"Agh! A compartment in the wall opens, there's a glowing blue pool of water there. He looks in. He falls and lands in another time and place. It's a courtroom, the walls have a red glow. Dumbledore is seated next to where Harry is. "
3153,Gryffindor,Harry,Professor? The man seated next to Dumbledore speaks. 
3154,Gryffindor,Harry,"Sir, Mr Crouch's son, what happened to him? "
3155,Gryffindor,Harry,"It's just that I had a dream about him. It was in the summer, before school. In the dream I was in a house and Voldemort was there only he wasn't quite human, and Wormtail was there too and Mr Crouch's son. "
3156,Gryffindor,Harry,"Yes. Always the same one. Sir... these dreams, what I see, you don't think it's actually happening do you? "
3157,Gryffindor,Harry,Yes sir. 
3158,Gryffindor,Harry,Bubble juice sir? 
3159,Gryffindor,Harry,I haven't stolen anything. 
3160,Gryffindor,Harry,"Fleur? Fleur! He's too late she's disappeared. He sends up a red spark into the air. A heavy wind starts blowing, walls are closing in, Harry runs. Harry sees something shining in the distance and he moves towards it Viktor tries to zap him but misses. "
3161,Gryffindor,Harry,No stop! He's bewitched Cedric. They struggle. 
3162,Gryffindor,Harry,He's bewitched! The two of them begin running towards the cup. The undergrowth grabs Cedric and he falls to the ground. Harry looks back. Cedric is pinned down with no means of escape. 
3163,Gryffindor,Harry,For a moment so did I. 
3164,Gryffindor,Harry,Some game. The wind starts blowing again. 
3165,Gryffindor,Harry,"Together, on three. One, two, three! "
3166,Gryffindor,Harry,"Yeah, you? "
3167,Gryffindor,Harry,I've been here before. 
3168,Gryffindor,Harry,"I've been here before in a dream. Cedric, we have to get back to the cup? Now! "
3169,Gryffindor,Harry,Get back to the cup! We see Wormtail and Voldemort nearby. 
3170,Gryffindor,Harry,"Cedric! Cedric lays dead on the ground. Wormtail pulls Harry closer, a status grabs hold of Harry and traps him. "
3171,Gryffindor,Harry,Don't touch him. Harry struggles to get free. 
3172,Gryffindor,Harry,Have it your way. They both cast and their streams of magic meet. They both struggle. 
3173,Gryffindor,Harry,"He's back, he's back! Voldemort's back. Cedric, he asked me to bring his body back. I couldn't leave him, not there. "
3174,Gryffindor,Harry,Not so much now. 
3175,Gryffindor,Harry,The cup was a portkey. Someone had bewitched it. 
3176,Gryffindor,Harry,Who? 
3177,Gryffindor,Harry,"I dunno. It was like I'd fallen into one of my dreams. One of my nightmares. Mad-Eye starts shaking and struggling for air, he reaches for his bottle but it's empty. He rushes to a chest with other bottles and struggles to find one. "
3178,Gryffindor,Harry,Um. I don't think I said anything about a graveyard Professor. 
3179,Gryffindor,Harry,It was you from the beginning. You put my name in the goblet of fire. You bewitched Krum. But... Mad-Eye makes sobbing noises making fun of Harry. 
3180,Gryffindor,Harry,"That's Moody, but then who's...? Dumbledore holds up one of Mad-Eye's Bottles. "
3181,Gryffindor,Harry,"Professor, when I was in the graveyard there was a moment... um... when Voldemort's wand and mine sort of connected. "
3182,Gryffindor,Harry,No I don't think so. 
3183,Gryffindor,Harry,Yes. 
3184,Gryffindor,Harry,"Yeah. Every week. They look over the balcony, the flying horses pulling a carriage head off into the distance. The Bulgarians' ship goes underwater."
3185,Gryffindor,Harry, [when Dudley doesn't answer] Because there’s no post on Sundays?
3186,Gryffindor,Harry, Excuse me. Who are you?
3187,Gryffindor,Harry," Sorry, no."
3188,Gryffindor,Harry, Learnt what?
3189,Gryffindor,Harry, I– I'm a what?
3190,Gryffindor,Harry," I think you've made a mistake. I mean, I... can't be a... a wizard. I mean, I'm... just... Harry. Just Harry."
3191,Gryffindor,Harry," [to the Dursleys; angrily after Vernon refuses Harry's entrance to Hogwarts because they swore when they took him in to ""put a stop to all this rubbish""] You knew? You knew all along, and you never told me?!"
3192,Gryffindor,Harry," ""Blown up""? You told me my parents died in a car crash!"
3193,Gryffindor,Harry," ""Muggle""?"
3194,Gryffindor,Harry, Sorry... but what's curious?
3195,Gryffindor,Harry, ....And who owned that wand?
3196,Gryffindor,Harry," He killed my parents, didn't he? The one who gave me this. [points to his scar. Hagrid looks hesitant to respond] You know, Hagrid, I know you do."
3197,Gryffindor,Harry, Maybe if you wrote it down?
3198,Gryffindor,Harry, Voldemort?
3199,Gryffindor,Harry, Me? Voldemort tried to kill... me?
3200,Gryffindor,Harry, And what happened to Vol– To You-Know-Who?
3201,Gryffindor,Harry," [coldly] I think I can tell the wrong sort for myself, thanks."
3202,Gryffindor,Harry, Guarding something?
3203,Gryffindor,Harry, I think so. [Tosses Quaffle back to Oliver] What are those? [Acknowledges two other balls]
3204,Gryffindor,Harry, What was that thing?
3205,Gryffindor,Harry, I like this ball.
3206,Gryffindor,Harry, What do I do with it?
3207,Gryffindor,Harry, Who knows? Why was he trying to get past that three-headed dog on Hallowe'en?
3208,Gryffindor,Harry, Yes?
3209,Gryffindor,Harry," But, Hagrid, whatever Fluffy's guarding, Snape's trying to steal it."
3210,Gryffindor,Harry, Exactly.
3211,Gryffindor,Harry," You? No, it can't– it can't be. Snape, he was– he was the one who–"
3212,Gryffindor,Harry," But that day, during the Quidditch match, Snape tried to kill me."
3213,Gryffindor,Harry, Snape was... trying to save me?
3214,Gryffindor,Harry, Th-th-then you let the troll in!
3215,Gryffindor,Harry, I– I'm shaking hands with Dumbledore. I've won the House Cup.
3216,Gryffindor,Harry, Voldemort?
3217,Gryffindor,Harry, Never!
3218,Gryffindor,Harry, [screams] YOU LIAR!
3219,Gryffindor,Harry, What is it?
3220,Gryffindor,Harry, I'm not going home... not really.
3221,Gryffindor,Harry," Hi, Hedwig. [Hedwig has just flown down to the table where Harry, Ron and Hermoine are studying]"
3222,Gryffindor,Harry, Malfoy. [Neville approaches them amidst laughter from the other students]
3223,Gryffindor,Harry, I found him! [hands Ron a Chocolate Frog card of Dumbledore]
